Country,Year,Tea_Type,Trade_Flow,Trade USD,Weight tones
Mauritania,2019,Black Tea,Import,153429.89,240.66
Mauritania,2019,Green Tea,Import,20432408.19,18338.93
Mauritania,2020,Black Tea,Import,223629.44,326.04
Mauritania,2020,Green Tea,Export,29448.98,23.5
Mauritania,2020,Green Tea,Import,19257736,15479.59
Mauritania,2021,Black Tea,Import,226238.82,317.67
Mauritania,2021,Green Tea,Import,24063503,18341.67
Mauritania,2022,Black Tea,Import,285388.75,375.09
Mauritania,2022,Green Tea,Export,140052.53,542.05
Mauritania,2022,Green Tea,Import,22451241,17048.99
Mauritius,2019,Black Tea,Export,303393.02,33.84
Mauritius,2019,Black Tea,Import,1105681.53,391.07
Mauritius,2019,Green Tea,Export,4838.65,0.24
Mauritius,2019,Green Tea,Import,369725.63,29.5
Mauritius,2020,Black Tea,Export,422892.22,41.95
Mauritius,2020,Black Tea,Import,1199377.33,426.48
Mauritius,2020,Green Tea,Export,101114.16,5.02
Mauritius,2020,Green Tea,Import,393121.18,28.69
Mauritius,2021,Black Tea,Export,761512.52,64.37
Mauritius,2021,Black Tea,Import,1149059.41,425.98
Mauritius,2021,Black Tea,Re-Export,650716.33,53.98
Mauritius,2021,Green Tea,Export,9555.26,0.44
Mauritius,2021,Green Tea,Import,497330.59,31.01
Mauritius,2021,Green Tea,Re-Export,9268.13,0.44
Mauritius,2022,Black Tea,Export,348955.53,34.31
Mauritius,2022,Black Tea,Import,1453867.86,485.23
Mauritius,2022,Black Tea,Re-Export,301168.85,30.41
Mauritius,2022,Green Tea,Export,5107.99,0.23
Mauritius,2022,Green Tea,Import,533652.44,29.8
Mauritius,2022,Green Tea,Re-Export,3750.31,0.15
Mexico,2019,Black Tea,Import,5038934,1108.84
Mexico,2019,Green Tea,Export,900897,40.72
Mexico,2019,Green Tea,Import,4906459,213.33
Mexico,2020,Black Tea,Export,23688,2.43
Mexico,2020,Black Tea,Import,2413155,362.85
Mexico,2020,Green Tea,Export,2152782,107.9
Mexico,2020,Green Tea,Import,5527828,195.14
Mexico,2021,Black Tea,Import,2699851,407.27
Mexico,2021,Green Tea,Export,346967,29.58
Mexico,2021,Green Tea,Import,4780798,585.9
Mexico,2022,Black Tea,Import,3819919,494.37
Mexico,2022,Green Tea,Export,118354,12.92
Mexico,2022,Green Tea,Import,5131278,747.2
Mongolia,2019,Black Tea,Export,9125.9,0.88
Mongolia,2019,Black Tea,Import,2432717.94,350.75
Mongolia,2019,Green Tea,Export,14418.64,5.46
Mongolia,2019,Green Tea,Import,1445241.3,1079.06
Mongolia,2020,Black Tea,Export,4227.16,2.13
Mongolia,2020,Black Tea,Import,2044645.38,344.84
Mongolia,2020,Green Tea,Export,3821.46,1.16
Mongolia,2020,Green Tea,Import,1725992.94,1725.24
Mongolia,2021,Black Tea,Export,6117.82,0.46
Mongolia,2021,Black Tea,Import,3037518,572.63
Mongolia,2021,Green Tea,Export,4396.13,1.85
Mongolia,2021,Green Tea,Import,2175088.75,1617.65
Mongolia,2022,Black Tea,Export,7442.9,1.13
Mongolia,2022,Black Tea,Import,3241259.69,472.59
Mongolia,2022,Green Tea,Export,14523.98,0.67
Mongolia,2022,Green Tea,Import,2525730.78,1820.25
Montenegro,2019,Black Tea,Export,951.59,0.91
Montenegro,2019,Black Tea,Import,218528.08,16.57
Montenegro,2019,Green Tea,Export,24311.07,10.12
Montenegro,2019,Green Tea,Import,178573.07,11.41
Montenegro,2020,Black Tea,Export,2447.23,0.23
Montenegro,2020,Black Tea,Import,104920.75,9.65
Montenegro,2020,Green Tea,Export,85947.76,20.71
Montenegro,2020,Green Tea,Import,103703,8.05
Montenegro,2021,Black Tea,Import,184126,13.35
Montenegro,2021,Green Tea,Export,965.01,0.04
Montenegro,2021,Green Tea,Import,181312.53,10.79
Montenegro,2022,Black Tea,Import,179268.42,16.79
Montenegro,2022,Green Tea,Export,112651.03,13.44
Montenegro,2022,Green Tea,Import,154603.63,11.84
Montserrat,2019,Black Tea,Import,17204.28,3.36
Montserrat,2019,Green Tea,Import,14205.47,1.31
Montserrat,2020,Black Tea,Import,16410.18,1.46
Montserrat,2020,Green Tea,Import,19151.32,1.05
Montserrat,2021,Black Tea,Import,9806.34,1.43
Montserrat,2021,Green Tea,Import,13336.57,0.75
Montserrat,2022,Black Tea,Import,8033.81,0.67
Montserrat,2022,Green Tea,Import,12682.66,0.98
Morocco,2019,Black Tea,Export,20389695.63,699.33
Morocco,2019,Black Tea,Import,5777297.13,892.02
Morocco,2019,Green Tea,Export,16853738,1142.24
Morocco,2019,Green Tea,Import,226143036,82460.56
Morocco,2020,Black Tea,Export,15478439.71,671.71
Morocco,2020,Black Tea,Import,5671700.75,895.55
Morocco,2020,Green Tea,Export,12728448.88,966.17
Morocco,2020,Green Tea,Import,196387612,70639.74
Morocco,2021,Black Tea,Export,18714449.2,709.48
Morocco,2021,Black Tea,Import,5655480.13,867.6
Morocco,2021,Green Tea,Export,13973737.63,641.27
Morocco,2021,Green Tea,Import,201825458.5,65500.24
Morocco,2022,Black Tea,Export,21082540.09,724.32
Morocco,2022,Black Tea,Import,7069352.75,931.34
Morocco,2022,Green Tea,Export,14527374.13,557.17
Morocco,2022,Green Tea,Import,249087208.5,80876.61
Mozambique,2019,Black Tea,Export,4735472.11,3447.33
Mozambique,2019,Black Tea,Import,3906271.66,703.33
Mozambique,2019,Green Tea,Export,11296.06,10.36
Mozambique,2019,Green Tea,Import,246648.51,134.99
Mozambique,2020,Black Tea,Export,4447087.36,3204.01
Mozambique,2020,Black Tea,Import,2924867.73,517.57
Mozambique,2020,Green Tea,Export,1762.57,0.67
Mozambique,2020,Green Tea,Import,279021.3,85.95
Mozambique,2021,Black Tea,Export,6076170.3,3500.13
Mozambique,2021,Black Tea,Import,3576706.95,492.09
Mozambique,2021,Green Tea,Export,1709.17,0.29
Mozambique,2021,Green Tea,Import,195995.77,37.64
Mozambique,2022,Black Tea,Export,5408841.78,2928.64
Mozambique,2022,Black Tea,Import,3102599.81,449.45
Mozambique,2022,Green Tea,Export,3031.27,2.03
Mozambique,2022,Green Tea,Import,482572.56,65.68
Myanmar,2019,Black Tea,Export,2063414.4,2069.4
Myanmar,2019,Black Tea,Import,1116106.72,572.06
Myanmar,2019,Green Tea,Export,376307.38,941.62
Myanmar,2019,Green Tea,Import,259416.48,28.12
Myanmar,2020,Black Tea,Export,1715442.44,2503.07
Myanmar,2020,Black Tea,Import,1193941.06,481.92
Myanmar,2020,Green Tea,Export,553825.42,899
Myanmar,2020,Green Tea,Import,118616.28,15.39
Myanmar,2021,Black Tea,Export,1721233.06,2654.26
Myanmar,2021,Black Tea,Import,3687421.7,668.84
Myanmar,2021,Green Tea,Export,872075.41,1300.33
Myanmar,2021,Green Tea,Import,131457.17,18.89
Myanmar,2022,Black Tea,Export,1011690.81,1604.09
Myanmar,2022,Black Tea,Import,3135653.39,594.42
Myanmar,2022,Green Tea,Export,2867578,8975.42
Myanmar,2022,Green Tea,Import,151470.88,13.55
Namibia,2019,Black Tea,Export,5082.91,0.24
Namibia,2019,Black Tea,Import,4610316.25,1125.72
Namibia,2019,Green Tea,Export,2570.43,0.89
Namibia,2019,Green Tea,Import,553126.22,206.24
Namibia,2019,Green Tea,Re-Export,1362.29,0.65
Namibia,2020,Black Tea,Export,1823.71,0.21
Namibia,2020,Black Tea,Import,3706058.75,994.57
Namibia,2020,Black Tea,Re-Export,1301.48,0.13
Namibia,2020,Green Tea,Export,774.96,0.21
Namibia,2020,Green Tea,Import,211352.02,107.03
Namibia,2020,Green Tea,Re-Export,452.98,0.17
Namibia,2021,Black Tea,Export,1322.72,0.05
Namibia,2021,Black Tea,Import,4099799.13,1210.02
Namibia,2021,Black Tea,Re-Export,747.85,0.02
Namibia,2021,Green Tea,Export,2449.67,0.21
Namibia,2021,Green Tea,Import,465380.39,78.17
Namibia,2021,Green Tea,Re-Export,602.52,0.07
Namibia,2022,Black Tea,Export,548.87,0.11
Namibia,2022,Black Tea,Import,3809669,1012.46
Namibia,2022,Black Tea,Re-Export,92.64,0.04
Namibia,2022,Green Tea,Export,2424.53,0.55
Namibia,2022,Green Tea,Import,611681.91,128.16
Namibia,2022,Green Tea,Re-Export,2102.83,0.52
Nepal,2019,Black Tea,Export,22414874,10582.88
Nepal,2019,Black Tea,Import,755288.63,271.41
Nepal,2019,Green Tea,Export,1211028.1,76.77
Nepal,2019,Green Tea,Import,183324.53,35.99
Nepal,2020,Black Tea,Export,31563448.03,13410.72
Nepal,2020,Black Tea,Import,748644.55,217.32
Nepal,2020,Green Tea,Export,1524615.28,88.07
Nepal,2020,Green Tea,Import,178966.5,25.23
Nepal,2021,Black Tea,Export,21951064.59,9325.79
Nepal,2021,Black Tea,Import,872131.85,245.89
Nepal,2021,Green Tea,Export,2101840.34,115.64
Nepal,2021,Green Tea,Import,137303.88,19.37
Nepal,2022,Black Tea,Export,30901225.77,17222.15
Nepal,2022,Black Tea,Import,701430.49,224.44
Nepal,2022,Green Tea,Export,1638208.27,113.72
Nepal,2022,Green Tea,Import,76628.93,18.39
Netherlands,2019,Black Tea,Export,47463638,7412.82
Netherlands,2019,Black Tea,Import,84533202,13020.04
Netherlands,2019,Green Tea,Export,25269976.13,1827.22
Netherlands,2019,Green Tea,Import,40826683.5,4430.13
Netherlands,2020,Black Tea,Export,57486377,8350.08
Netherlands,2020,Black Tea,Import,91690480,14789.36
Netherlands,2020,Green Tea,Export,35496476.5,2257.68
Netherlands,2020,Green Tea,Import,43198541.5,4261.49
Netherlands,2021,Black Tea,Export,58619232,9275.7
Netherlands,2021,Black Tea,Import,89879012,15577.74
Netherlands,2021,Green Tea,Export,34672129.5,1941.35
Netherlands,2021,Green Tea,Import,41506789,4033.29
Netherlands,2022,Black Tea,Export,45475568,7290.14
Netherlands,2022,Black Tea,Import,81076782,13113.64
Netherlands,2022,Green Tea,Export,28815449.5,1723.15
Netherlands,2022,Green Tea,Import,40524319,4275.34
New Zealand,2019,Black Tea,Export,594236.22,52.23
New Zealand,2019,Black Tea,Import,23496978,2295.22
New Zealand,2019,Black Tea,Re-Export,76545.41,10.94
New Zealand,2019,Green Tea,Export,194276.05,21.94
New Zealand,2019,Green Tea,Import,748933.38,83.21
New Zealand,2019,Green Tea,Re-Export,33238.59,7.63
New Zealand,2020,Black Tea,Export,685005.86,71.78
New Zealand,2020,Black Tea,Import,28263506,3553.36
New Zealand,2020,Black Tea,Re-Export,151391.16,31.66
New Zealand,2020,Green Tea,Export,718948.15,32.76
New Zealand,2020,Green Tea,Import,3278451.31,286.53
New Zealand,2020,Green Tea,Re-Export,49952.72,2.66
New Zealand,2021,Black Tea,Export,5035531.25,300.66
New Zealand,2021,Black Tea,Import,21949859.25,3003.78
New Zealand,2021,Black Tea,Re-Export,101734.33,9.01
New Zealand,2021,Green Tea,Export,506878.62,20.3
New Zealand,2021,Green Tea,Import,1951550.44,157.55
New Zealand,2021,Green Tea,Re-Export,24030.98,1.49
New Zealand,2022,Black Tea,Export,1989015.34,141.45
New Zealand,2022,Black Tea,Import,13636118,1615.18
New Zealand,2022,Black Tea,Re-Export,138678.87,17.1
New Zealand,2022,Green Tea,Export,959513.04,42.73
New Zealand,2022,Green Tea,Import,919074.51,109.3
New Zealand,2022,Green Tea,Re-Export,650488.7,20.36
Nicaragua,2019,Black Tea,Import,69894.23,15.38
Nicaragua,2019,Green Tea,Import,138354.32,16.17
Nicaragua,2020,Black Tea,Import,70101.95,12.7
Nicaragua,2020,Green Tea,Export,32791,2.27
Nicaragua,2020,Green Tea,Import,1188872.43,111.19
Nicaragua,2021,Black Tea,Import,53648.81,5.86
Nicaragua,2021,Green Tea,Import,635485.7,53.04
Nicaragua,2022,Black Tea,Import,69065,8.33
Nicaragua,2022,Green Tea,Import,571149.98,35.75
Niger,2019,Black Tea,Export,8732.79,3.58
Niger,2019,Black Tea,Import,1025632.22,395.67
Niger,2019,Green Tea,Export,3639802,2756.73
Niger,2019,Green Tea,Import,11421924,13398.53
Niger,2020,Black Tea,Export,7257.82,21.55
Niger,2020,Black Tea,Import,1791859.88,618.95
Niger,2020,Green Tea,Export,2874590.13,1696.27
Niger,2020,Green Tea,Import,8194186.75,9893.46
Niger,2021,Black Tea,Export,20251.28,35.3
Niger,2021,Black Tea,Import,1790346.56,510.41
Niger,2021,Green Tea,Export,638385.02,1378.97
Niger,2021,Green Tea,Import,9062446.5,10324.29
Niger,2022,Black Tea,Export,13990.95,26.13
Niger,2022,Black Tea,Import,1504143.31,523.26
Niger,2022,Green Tea,Export,488091.19,1687.76
Niger,2022,Green Tea,Import,6395420.5,7902.45
Nigeria,2019,Black Tea,Import,14648621.5,7603.69
Nigeria,2019,Green Tea,Export,94170.96,24.2
Nigeria,2019,Green Tea,Import,3398653,4867.23
Nigeria,2020,Black Tea,Import,30999514.5,14529.64
Nigeria,2020,Green Tea,Import,4758240.63,4970.7
Nigeria,2021,Black Tea,Import,20754965,9646.21
Nigeria,2021,Green Tea,Import,2797897.81,3446.49
Nigeria,2022,Black Tea,Import,17307806,6602.22
Nigeria,2022,Green Tea,Import,2109150.28,2735.15
Norway,2019,Black Tea,Export,76196.8,8.21
Norway,2019,Black Tea,Import,12410636.13,773.78
Norway,2019,Green Tea,Export,35829.12,2.65
Norway,2019,Green Tea,Import,3599042,143.2
Norway,2020,Black Tea,Export,55319.63,4.65
Norway,2020,Black Tea,Import,12655069.38,879.83
Norway,2020,Green Tea,Export,20732.96,2.34
Norway,2020,Green Tea,Import,3658184.91,155.15
Norway,2021,Black Tea,Export,116058.9,7.29
Norway,2021,Black Tea,Import,14386635.81,861.87
Norway,2021,Green Tea,Export,38529.45,3.42
Norway,2021,Green Tea,Import,4364460.06,176.88
Norway,2022,Black Tea,Export,44520.57,3.9
Norway,2022,Black Tea,Import,13160377.13,752.2
Norway,2022,Green Tea,Export,19138.79,2.14
Norway,2022,Green Tea,Import,4162154.48,161.63
Oman,2019,Black Tea,Export,3853008.88,2603.48
Oman,2019,Black Tea,Import,29140109,5711.79
Oman,2019,Black Tea,Re-Export,2628018,2323.43
Oman,2019,Green Tea,Export,223890.74,65.79
Oman,2019,Green Tea,Import,2167776.13,572.74
Oman,2019,Green Tea,Re-Export,223890.74,65.79
Oman,2020,Black Tea,Export,3585986.63,1878.06
Oman,2020,Black Tea,Import,31048541,7883.61
Oman,2020,Black Tea,Re-Export,1282761.91,1336.14
Oman,2020,Green Tea,Export,244712.59,49.93
Oman,2020,Green Tea,Import,2813354.75,388.22
Oman,2020,Green Tea,Re-Export,220262.66,39.93
Oman,2021,Black Tea,Export,8708416,4537.46
Oman,2021,Black Tea,Import,33600782,9035.35
Oman,2021,Black Tea,Re-Export,2641981.72,2504.29
Oman,2021,Green Tea,Export,13139.14,1.39
Oman,2021,Green Tea,Import,2497831,236.29
Oman,2021,Green Tea,Re-Export,12114.43,1.07
Oman,2022,Black Tea,Export,4319682.63,947.8
Oman,2022,Black Tea,Import,33446299,7270.54
Oman,2022,Black Tea,Re-Export,2123914.11,624.88
Oman,2022,Green Tea,Export,21599.48,3.59
Oman,2022,Green Tea,Import,2319401.75,204.94
Oman,2022,Green Tea,Re-Export,20728.22,3.41
Pakistan,2019,Black Tea,Export,27797906,5045.06
Pakistan,2019,Black Tea,Import,481027215.3,199522
Pakistan,2019,Black Tea,Re-Export,6396106,30.78
Pakistan,2019,Green Tea,Export,609302.28,136
Pakistan,2019,Green Tea,Import,14989702.97,6801.97
Pakistan,2020,Black Tea,Export,14175185,3069.35
Pakistan,2020,Black Tea,Import,572691660.4,246612.84
Pakistan,2020,Green Tea,Export,717549.67,99.98
Pakistan,2020,Green Tea,Import,17064121.94,7793.27
Pakistan,2021,Black Tea,Export,21063763,5324.91
Pakistan,2021,Black Tea,Import,574151438.2,248582.18
Pakistan,2021,Green Tea,Export,747380.41,96.24
Pakistan,2021,Green Tea,Import,20578671.06,9649.34
Pakistan,2021,Green Tea,Re-Export,1412.54,0.11
Pakistan,2022,Black Tea,Export,19667707,4489.87
Pakistan,2022,Black Tea,Import,626673115.8,245629.29
Pakistan,2022,Green Tea,Export,787580.23,99.15
Pakistan,2022,Green Tea,Import,13895517.31,6494.81
Panama,2019,Black Tea,Export,38823,6.07
Panama,2019,Black Tea,Import,1815775,346.04
Panama,2019,Black Tea,Re-Export,38823,6.07
Panama,2019,Green Tea,Export,3345,0.34
Panama,2019,Green Tea,Import,715288,88.11
Panama,2019,Green Tea,Re-Export,3345,0.34
Panama,2020,Black Tea,Export,22709,7.23
Panama,2020,Black Tea,Import,2289216,398.63
Panama,2020,Black Tea,Re-Export,22709,7.23
Panama,2020,Green Tea,Export,31344,1.07
Panama,2020,Green Tea,Import,847512,101.71
Panama,2020,Green Tea,Re-Export,31344,1.07
Panama,2021,Black Tea,Import,2951419,515.47
Panama,2021,Green Tea,Import,1138595,153.06
Panama,2022,Black Tea,Import,2080414,326.92
Panama,2022,Green Tea,Import,696484,77.59
Papua New Guinea,2019,Black Tea,Export,526591.42,378.43
Papua New Guinea,2019,Black Tea,Import,483066.72,118.54
Papua New Guinea,2019,Green Tea,Export,976281.19,211.09
Papua New Guinea,2019,Green Tea,Import,87319.17,33.43
Papua New Guinea,2020,Black Tea,Export,272032.81,172.21
Papua New Guinea,2020,Black Tea,Import,404024.7,155.51
Papua New Guinea,2020,Green Tea,Export,678045.13,135.31
Papua New Guinea,2020,Green Tea,Import,95726.39,45.2
Papua New Guinea,2021,Black Tea,Export,476070.16,230.66
Papua New Guinea,2021,Black Tea,Import,549445.64,129.38
Papua New Guinea,2021,Green Tea,Export,524991.81,96.48
Papua New Guinea,2021,Green Tea,Import,91253.46,35.25
Paraguay,2019,Black Tea,Export,169,0.01
Paraguay,2019,Black Tea,Import,741323,203.19
Paraguay,2019,Green Tea,Export,8403,1.26
Paraguay,2019,Green Tea,Import,413505,101.75
Paraguay,2020,Black Tea,Export,2085,0.22
Paraguay,2020,Black Tea,Import,624455,94.89
Paraguay,2020,Green Tea,Export,12989,1.16
Paraguay,2020,Green Tea,Import,436911,50.45
Paraguay,2021,Black Tea,Export,1302,0.24
Paraguay,2021,Black Tea,Import,704276,153.04
Paraguay,2021,Green Tea,Export,8780,0.9
Paraguay,2021,Green Tea,Import,381030,53.13
Paraguay,2022,Black Tea,Export,1092,0.07
Paraguay,2022,Black Tea,Import,517996.24,174.02
Paraguay,2022,Green Tea,Export,4897.68,0.45
Paraguay,2022,Green Tea,Import,250187.74,45.48
Peru,2019,Black Tea,Export,43450.63,11.89
Peru,2019,Black Tea,Import,1631204.41,1016.96
Peru,2019,Green Tea,Export,89063.99,16.6
Peru,2019,Green Tea,Import,560609.84,128.06
Peru,2020,Black Tea,Export,426922.81,64.67
Peru,2020,Black Tea,Import,2185066.75,1427.09
Peru,2020,Green Tea,Export,76546.75,17.11
Peru,2020,Green Tea,Import,599279.15,155.22
Peru,2021,Black Tea,Export,3311400.69,370.83
Peru,2021,Black Tea,Import,3477472.34,1609.46
Peru,2021,Green Tea,Export,524788.32,64
Peru,2021,Green Tea,Import,1078339.25,200.18
Peru,2022,Black Tea,Export,10774576.72,1147.03
Peru,2022,Black Tea,Import,7049862.69,2791.44
Peru,2022,Green Tea,Export,3160346.6,324.95
Peru,2022,Green Tea,Import,800155.33,168.05
Philippines,2019,Black Tea,Export,11395,4.96
Philippines,2019,Black Tea,Import,4929555,1457.88
Philippines,2019,Green Tea,Export,21209,6.74
Philippines,2019,Green Tea,Import,6754236,2863.29
Philippines,2020,Black Tea,Export,85203,30.38
Philippines,2020,Black Tea,Import,4549607,1111.46
Philippines,2020,Green Tea,Export,104551,1.61
Philippines,2020,Green Tea,Import,3969679,136.92
Philippines,2021,Black Tea,Export,60176,20.69
Philippines,2021,Black Tea,Import,4879040,993.72
Philippines,2021,Green Tea,Export,44179,2.9
Philippines,2021,Green Tea,Import,6146785,681.97
Philippines,2022,Black Tea,Export,21948,6.86
Philippines,2022,Black Tea,Import,6630179,1003.26
Philippines,2022,Green Tea,Export,144360,15.14
Philippines,2022,Green Tea,Import,8528965,738.69
Poland,2019,Black Tea,Export,193715875,18763.37
Poland,2019,Black Tea,Import,105779432,33006.28
Poland,2019,Green Tea,Export,61493195,4129.11
Poland,2019,Green Tea,Import,17032942,4860.33
Poland,2020,Black Tea,Export,205541807,20314.5
Poland,2020,Black Tea,Import,111964272,36295.09
Poland,2020,Green Tea,Export,58972638,3948.12
Poland,2020,Green Tea,Import,19304567,6061.34
Poland,2021,Black Tea,Export,200576652,17729.48
Poland,2021,Black Tea,Import,104186180,33022.26
Poland,2021,Green Tea,Export,62230748,4088.65
Poland,2021,Green Tea,Import,20369436,5340.34
Poland,2022,Black Tea,Export,195589456,18322.58
Poland,2022,Black Tea,Import,119696316,35144.83
Poland,2022,Green Tea,Export,57875757,3947.66
Poland,2022,Green Tea,Import,20691136,5568.88
Portugal,2019,Black Tea,Export,407543.77,30.39
Portugal,2019,Black Tea,Import,3958374.95,418.93
Portugal,2019,Green Tea,Export,1612994.27,91.76
Portugal,2019,Green Tea,Import,2992138.13,296.94
Portugal,2020,Black Tea,Export,384318.12,26.33
Portugal,2020,Black Tea,Import,3344715.27,339.73
Portugal,2020,Green Tea,Export,1392129.03,94.76
Portugal,2020,Green Tea,Import,2372084.16,269.09
Portugal,2021,Black Tea,Export,535731.7,44.63
Portugal,2021,Black Tea,Import,3547271.07,339.18
Portugal,2021,Green Tea,Export,1642381.53,85.88
Portugal,2021,Green Tea,Import,3060432.91,299.06
Portugal,2022,Black Tea,Export,356829.73,34.78
Portugal,2022,Black Tea,Import,3811099.94,366.74
Portugal,2022,Green Tea,Export,1717592.91,100.47
Portugal,2022,Green Tea,Import,3855287.94,513.09
Qatar,2019,Black Tea,Import,23996751.5,4298.1
Qatar,2019,Green Tea,Import,2392023.48,173.97
Qatar,2020,Black Tea,Import,21389827.5,3804.83
Qatar,2020,Green Tea,Import,2947848.73,164.36
Qatar,2021,Black Tea,Import,22593006.5,3934.44
Qatar,2021,Green Tea,Import,3607884.85,253.38
Qatar,2022,Black Tea,Import,22270537.5,3875.6
Qatar,2022,Green Tea,Import,2696473.44,167.95
Republic of Korea,2019,Black Tea,Export,2218533,203.57
Republic of Korea,2019,Black Tea,Import,19517844,1491.64
Republic of Korea,2019,Green Tea,Export,2436691,159.63
Republic of Korea,2019,Green Tea,Import,521177,18.18
Republic of Korea,2020,Black Tea,Export,2162791,307.47
Republic of Korea,2020,Black Tea,Import,20772583,1361.67
Republic of Korea,2020,Green Tea,Export,4671486,192.56
Republic of Korea,2020,Green Tea,Import,447402,11.85
Republic of Korea,2021,Black Tea,Export,10612025,268.69
Republic of Korea,2021,Black Tea,Import,24251591,1437.78
Republic of Korea,2021,Green Tea,Export,6172954,247.8
Republic of Korea,2021,Green Tea,Import,645330,23.17
Republic of Korea,2022,Black Tea,Export,8019585,286.76
Republic of Korea,2022,Black Tea,Import,25511715,1601.38
Republic of Korea,2022,Green Tea,Export,5187021,198.47
Republic of Korea,2022,Green Tea,Import,711049,25.06
Republic of Moldova,2019,Black Tea,Export,1301340,94.27
Republic of Moldova,2019,Black Tea,Import,6478472,801
Republic of Moldova,2019,Black Tea,Re-Export,1300805,94.23
Republic of Moldova,2019,Green Tea,Export,13761,1.35
Republic of Moldova,2019,Green Tea,Import,1312961,147.21
Republic of Moldova,2019,Green Tea,Re-Export,10267,0.1
Republic of Moldova,2020,Black Tea,Export,690074,52.79
Republic of Moldova,2020,Black Tea,Import,5792336,769.83
Republic of Moldova,2020,Black Tea,Re-Export,690074,52.79
Republic of Moldova,2020,Green Tea,Export,3122,0.04
Republic of Moldova,2020,Green Tea,Import,1264511,151.96
Republic of Moldova,2020,Green Tea,Re-Export,3122,0.04
Republic of Moldova,2021,Black Tea,Export,499895,36.51
Republic of Moldova,2021,Black Tea,Import,5801498,766.37
Republic of Moldova,2021,Black Tea,Re-Export,498320,36.45
Republic of Moldova,2021,Green Tea,Export,6114,0.05
Republic of Moldova,2021,Green Tea,Import,1555386,166.59
Republic of Moldova,2021,Green Tea,Re-Export,5929,0.04
Republic of Moldova,2022,Black Tea,Export,148038,8.91
Republic of Moldova,2022,Black Tea,Import,5583585,736.86
Republic of Moldova,2022,Black Tea,Re-Export,44765,2.08
Republic of Moldova,2022,Green Tea,Export,25378,1.43
Republic of Moldova,2022,Green Tea,Import,1435618,147.22
Republic of Moldova,2022,Green Tea,Re-Export,6501,0.08
Romania,2019,Black Tea,Export,1590153.56,131.76
Romania,2019,Black Tea,Import,2245885.87,267.85
Romania,2019,Green Tea,Export,499815.61,47.32
Romania,2019,Green Tea,Import,3017961.44,304.25
Romania,2020,Black Tea,Export,1402718.96,127.13
Romania,2020,Black Tea,Import,1936521.59,206.64
Romania,2020,Green Tea,Export,292510.98,21.01
Romania,2020,Green Tea,Import,2802835.56,369.91
Romania,2021,Black Tea,Export,720090.88,54.33
Romania,2021,Black Tea,Import,1950396.05,175.78
Romania,2021,Green Tea,Export,310885.6,18.01
Romania,2021,Green Tea,Import,3033948.75,295.33
Romania,2022,Black Tea,Export,317657.45,31.26
Romania,2022,Black Tea,Import,2827617,275.28
Romania,2022,Green Tea,Export,292464.86,19.04
Romania,2022,Green Tea,Import,3572878.38,315.75
Russia,2019,Black Tea,Export,87808229.63,17255.54
Russia,2019,Black Tea,Import,382798148,136966.68
Russia,2019,Green Tea,Export,15275142.94,2595.37
Russia,2019,Green Tea,Import,43112848,13381.56
Russia,2020,Black Tea,Export,88763710.75,17397.68
Russia,2020,Black Tea,Import,372775164,138273.83
Russia,2020,Green Tea,Export,16654755.94,2927.54
Russia,2020,Green Tea,Import,39469855.5,13166.87
Russia,2021,Black Tea,Export,95856764.94,18137.96
Russia,2021,Black Tea,Import,389327788,140513.68
Russia,2021,Green Tea,Export,19158177.5,3015.11
Russia,2021,Green Tea,Import,46910966.5,14468.48
Rwanda,2019,Black Tea,Export,86655488,31155.21
Rwanda,2019,Black Tea,Import,251405.3,144.22
Rwanda,2019,Black Tea,Re-Export,2212.55,2.5
Rwanda,2019,Green Tea,Export,9943.85,2.13
Rwanda,2019,Green Tea,Import,56440.18,27.04
Rwanda,2019,Green Tea,Re-Export,30.33,0.22
Rwanda,2020,Black Tea,Export,104297674.4,36914.09
Rwanda,2020,Black Tea,Import,386323.56,302.25
Rwanda,2020,Black Tea,Re-Export,1433.85,0.26
Rwanda,2020,Green Tea,Export,253495.07,119.03
Rwanda,2020,Green Tea,Import,16280.45,8.31
Rwanda,2020,Green Tea,Re-Export,407.72,0.59
Rwanda,2021,Black Tea,Export,100245998.9,37937.1
Rwanda,2021,Black Tea,Import,205932.29,103.22
Rwanda,2021,Black Tea,Re-Export,4612.1,1.75
Rwanda,2021,Green Tea,Export,3924043.72,930.06
Rwanda,2021,Green Tea,Import,15064.66,5.39
Rwanda,2021,Green Tea,Re-Export,2184.62,2.36
Rwanda,2022,Black Tea,Export,101240513.7,33387.78
Rwanda,2022,Black Tea,Import,231861.14,145.15
Rwanda,2022,Black Tea,Re-Export,462.67,1.06
Rwanda,2022,Green Tea,Export,23433.04,7.53
Rwanda,2022,Green Tea,Import,14933.72,5.35
Rwanda,2022,Green Tea,Re-Export,1112.43,2
Saint Lucia,2019,Black Tea,Export,4911.78,1.94
Saint Lucia,2019,Black Tea,Import,336484.73,45.87
Saint Lucia,2019,Green Tea,Export,192.57,0.09
Saint Lucia,2019,Green Tea,Import,129620.05,29.55
Saint Lucia,2020,Black Tea,Export,1366.36,0.53
Saint Lucia,2020,Black Tea,Import,317106.55,73.34
Saint Lucia,2020,Green Tea,Import,91659.34,20.17
Saint Vincent and the Grenadines,2019,Black Tea,Export,26.42,0
Saint Vincent and the Grenadines,2019,Black Tea,Import,100519.52,21.21
